chrom	pos	pos_cum	length	DP4	pool_0	pool_1	pool_2	pool_3	pool_4	pool_5	pool_6	pool_7	pool_8	pool_9
Scaffold183	306721	257636185	572548	437	29	39	37	51	50	47	54	35	43	52
Scaffold183	352288	257681752	572548	351	23	41	48	34	45	40	53	26	28	13
Scaffold183	376249	257705713	572548	402	23	25	20	44	54	38	58	51	54	35
Scaffold183	413795	257743259	572548	568	44	39	27	84	83	53	75	45	57	61
Scaffold183	441962	257771426	572548	384	34	36	32	48	66	35	40	35	24	34
Scaffold183	479558	257809022	572548	134	18	8	6	14	14	18	15	23	6	12
Scaffold183	515108	257844572	572548	473	32	32	39	53	62	52	65	38	37	63
Scaffold183	555391	257884855	572548	392	22	37	32	57	31	62	35	13	44	59
Scaffold184	33075	257935087	830129	512	43	37	29	62	61	73	74	39	46	48
Scaffold184	84767	257986779	830129	625	45	70	38	84	64	82	77	40	56	69
Scaffold184	132615	258034627	830129	295	20	29	16	28	43	27	37	37	29	29
Scaffold184	174790	258076802	830129	249	32	14	20	27	23	17	21	21	19	55
Scaffold184	211471	258113483	830129	500	32	50	33	56	62	54	63	41	56	53
Scaffold184	256786	258158798	830129	450	35	38	23	55	56	54	54	39	46	50
Scaffold184	286974	258188986	830129	465	40	37	19	55	56	53	49	46	50	60
Scaffold184	319184	258221196	830129	603	62	48	27	72	61	76	80	49	51	77
Scaffold184	364874	258266886	830129	571	40	54	37	75	72	62	74	34	65	58
Scaffold184	410203	258312215	830129	417	36	29	27	58	53	49	49	43	19	54
Scaffold184	443436	258345448	830129	442	27	38	18	63	55	53	59	43	46	40
Scaffold184	485463	258387475	830129	510	38	31	32	65	82	58	71	51	37	45
Scaffold184	526391	258428403	830129	252	10	21	14	30	35	23	21	16	40	42
Scaffold184	567271	258469283	830129	303	18	31	14	26	52	45	48	28	12	29
Scaffold184	602768	258504780	830129	462	47	43	35	48	54	52	52	37	38	56
Scaffold184	635407	258537419	830129	601	58	52	17	72	82	69	69	49	75	58
Scaffold184	669158	258571170	830129	567	53	39	43	77	76	63	53	39	46	78
Scaffold184	709393	258611405	830129	440	33	35	29	43	61	59	48	38	44	50
Scaffold184	751951	258653963	830129	449	36	49	28	54	49	55	53	32	44	49
Scaffold184	804835	258706847	830129	542	49	55	42	64	72	55	57	36	59	53
Scaffold185	32538	258764679	510300	498	41	33	23	69	60	66	60	52	41	53
Scaffold185	89555	258821696	510300	530	41	29	33	65	56	73	59	45	54	75
Scaffold185	138424	258870565	510300	359	20	31	8	45	54	43	46	33	41	38
Scaffold185	182676	258914817	510300	444	34	37	27	51	62	38	64	47	37	47
Scaffold185	230445	258962586	510300	616	55	61	38	70	62	84	74	44	57	71
Scaffold185	280166	259012307	510300	572	50	45	23	57	63	64	67	83	72	48
Scaffold185	322976	259055117	510300	408	26	30	20	45	60	46	56	33	43	49
Scaffold185	380836	259112977	510300	220	7	26	27	31	26	19	25	23	21	15
Scaffold185	424956	259157097	510300	406	33	27	25	62	48	47	53	30	36	45
Scaffold185	456511	259188652	510300	333	31	25	23	44	28	36	55	28	30	33
Scaffold185	482607	259214748	510300	233	34	26	10	24	36	25	28	3	18	29
Scaffold186	24398	259266839	2106425	404	39	44	31	39	45	45	46	35	30	50
Scaffold186	87461	259329902	2106425	351	30	38	28	47	40	27	45	29	35	32
Scaffold186	133315	259375756	2106425	342	36	24	22	37	47	26	57	37	23	33
Scaffold186	191244	259433685	2106425	401	27	38	18	44	42	42	58	48	42	42
Scaffold186	255338	259497779	2106425	411	40	34	28	36	47	63	59	20	47	37
Scaffold186	330990	259573431	2106425	425	36	34	28	36	72	46	55	25	35	58
Scaffold186	410148	259652589	2106425	263	17	17	24	31	25	30	28	17	39	35
Scaffold186	484797	259727238	2106425	384	37	46	20	43	51	42	51	32	29	33
Scaffold186	541026	259783467	2106425	361	29	30	19	45	50	38	48	28	46	28
Scaffold186	599463	259841904	2106425	365	36	50	20	43	34	52	32	29	39	30
Scaffold186	676352	259918793	2106425	466	35	49	35	44	56	44	55	32	57	59
Scaffold186	748038	259990479	2106425	411	33	36	32	57	52	39	37	36	43	46
Scaffold186	838184	260080625	2106425	360	32	51	21	44	55	37	39	17	42	22
Scaffold186	898176	260140617	2106425	284	23	12	24	37	31	44	46	19	12	36
Scaffold186	1000041	260242482	2106425	371	37	32	28	45	50	30	50	25	32	42
Scaffold186	1067489	260309930	2106425	423	42	48	24	45	41	45	53	38	50	37
Scaffold186	1142986	260385427	2106425	383	28	31	14	44	59	44	46	35	43	39
Scaffold186	1237686	260480127	2106425	374	31	38	19	48	56	35	55	30	25	37
Scaffold186	1325834	260568275	2106425	385	26	34	29	49	39	44	47	27	46	44
Scaffold186	1406429	260648870	2106425	482	33	51	25	59	62	57	64	40	46	45
Scaffold186	1476345	260718786	2106425	359	27	24	28	40	47	39	46	26	36	46
Scaffold186	1568955	260811396	2106425	358	33	21	13	61	47	40	57	25	23	38
Scaffold186	1656683	260899124	2106425	228	16	17	25	50	10	10	20	15	45	20
Scaffold186	1713195	260955636	2106425	328	26	35	17	46	43	44	41	19	20	37
Scaffold186	1785191	261027632	2106425	561	52	50	51	67	62	52	61	38	55	73
Scaffold186	1848571	261091012	2106425	385	34	33	27	49	42	34	46	37	36	47
Scaffold186	1905549	261147990	2106425	477	21	45	25	59	78	53	52	39	44	61
Scaffold186	1971850	261214291	2106425	570	44	52	13	54	80	82	84	51	63	47
Scaffold186	2041123	261283564	2106425	371	27	29	23	41	45	41	58	30	31	46
Scaffold187	28719	261377585	658649	632	46	51	32	90	77	81	65	57	68	65
Scaffold187	58954	261407820	658649	643	62	33	19	113	94	70	79	53	64	56
Scaffold187	87177	261436043	658649	541	44	40	55	49	48	93	74	29	64	45
Scaffold187	121459	261470325	658649	73	8	7	5	10	6	2	13	8	6	8
Scaffold187	161275	261510141	658649	232	17	21	9	31	48	27	23	26	14	16
Scaffold187	208510	261557376	658649	383	38	22	24	47	54	42	52	22	38	44
Scaffold187	243433	261592299	658649	1331	111	86	133	147	139	146	148	119	145	157
Scaffold187	309071	261657937	658649	377	26	39	17	41	53	45	50	29	37	40
Scaffold187	354217	261703083	658649	274	26	18	29	19	15	42	36	18	36	35
Scaffold187	396801	261745667	658649	461	37	39	23	63	61	65	62	32	41	38
Scaffold187	425691	261774557	658649	406	29	26	16	53	48	54	69	30	27	54
Scaffold187	475010	261823876	658649	448	35	38	28	60	62	49	53	39	37	47
Scaffold187	504398	261853264	658649	304	22	21	23	29	43	47	28	18	33	40
Scaffold187	536749	261885615	658649	347	18	25	20	60	39	32	53	53	25	22
Scaffold187	569698	261918564	658649	1784	159	159	118	194	200	200	201	167	191	195
Scaffold187	602863	261951729	658649	321	21	33	19	52	42	34	40	23	24	33
Scaffold187	653439	262002305	658649	397	26	25	10	49	64	50	65	35	37	36
Scaffold188	68002	262075517	1058207	462	38	24	28	75	46	42	70	52	41	46
Scaffold188	109454	262116969	1058207	499	30	40	36	67	62	62	60	43	44	55
Scaffold188	171731	262179246	1058207	303	27	24	21	34	43	33	35	22	32	32
Scaffold188	218197	262225712	1058207	633	45	31	35	81	71	78	87	64	69	72
Scaffold188	266589	262274104	1058207	430	44	32	24	49	50	48	72	26	46	39
Scaffold188	310318	262317833	1058207	416	32	32	28	64	56	45	48	35	38	38
Scaffold188	352948	262360463	1058207	417	29	22	17	61	59	56	48	38	46	41
Scaffold188	394133	262401648	1058207	33	2	4	2	5	4	4	3	9	0	0
Scaffold188	427392	262434907	1058207	158	4	13	16	25	16	11	28	32	7	6
Scaffold188	473096	262480611	1058207	808	61	78	44	119	92	98	71	71	86	88
Scaffold188	510111	262517626	1058207	649	57	51	41	80	81	71	72	56	59	81
Scaffold188	554678	262562193	1058207	544	46	39	30	64	63	58	67	46	73	58
Scaffold188	589251	262596766	1058207	357	26	23	22	58	30	34	42	39	37	46
Scaffold188	630548	262638063	1058207	455	32	40	17	67	66	37	66	35	46	49
Scaffold188	679498	262687013	1058207	460	31	43	21	61	56	45	62	36	54	51
Scaffold188	741299	262748814	1058207	975	72	74	63	124	123	106	127	82	89	115
Scaffold188	787955	262795470	1058207	289	43	15	5	28	22	30	39	35	37	35
Scaffold188	822198	262829713	1058207	439	32	29	34	41	59	66	47	36	40	55
Scaffold188	861116	262868631	1058207	213	16	24	9	22	21	14	40	23	19	25
Scaffold188	894792	262902307	1058207	413	38	31	18	53	35	71	43	36	37	51
Scaffold188	928219	262935734	1058207	480	43	35	32	54	52	57	68	41	44	54
Scaffold188	967809	262975324	1058207	390	38	29	13	42	56	53	33	40	44	42
Scaffold188	1018777	263026292	1058207	385	29	43	21	47	51	33	49	39	34	39
Scaffold189	34864	263100586	1068291	389	24	27	29	43	44	45	50	31	32	64
Scaffold189	100768	263166490	1068291	508	31	40	37	45	63	56	56	51	61	68
Scaffold189	170338	263236060	1068291	554	36	51	35	54	71	59	76	53	49	70
Scaffold189	213725	263279447	1068291	440	43	32	21	47	80	40	52	35	43	47
Scaffold189	269775	263335497	1068291	152	8	11	0	23	18	10	13	23	13	33
Scaffold189	319003	263384725	1068291	1339	91	108	68	160	171	150	154	115	126	196
Scaffold189	349909	263415631	1068291	423	35	27	18	65	51	56	45	33	51	42
Scaffold189	379618	263445340	1068291	536	44	45	35	68	72	62	77	41	43	49
Scaffold189	407339	263473061	1068291	457	39	31	33	52	64	49	52	25	59	53
Scaffold189	441125	263506847	1068291	544	47	55	34	67	63	53	61	50	52	62
Scaffold189	482346	263548068	1068291	501	37	41	20	68	60	55	60	40	62	58
Scaffold189	515182	263580904	1068291	412	34	21	22	57	57	48	48	39	42	44
Scaffold189	552250	263617972	1068291	510	37	43	31	58	57	53	60	55	56	60
Scaffold189	587226	263652948	1068291	473	48	45	29	56	59	55	45	33	50	53
Scaffold189	617256	263682978	1068291	378	35	26	19	52	34	60	52	22	47	31
Scaffold189	650651	263716373	1068291	569	67	26	25	68	79	52	83	49	54	66
Scaffold189	686984	263752706	1068291	428	23	32	14	59	46	46	63	30	50	65
Scaffold189	726638	263792360	1068291	454	38	38	20	36	62	55	63	33	48	61
Scaffold189	768274	263833996	1068291	646	58	33	69	80	69	63	76	44	64	90
Scaffold189	815191	263880913	1068291	439	35	38	16	59	58	54	52	33	39	55
Scaffold189	866175	263931897	1068291	470	40	26	30	74	62	54	53	45	39	47
Scaffold189	935457	264001179	1068291	523	43	38	35	71	62	58	62	66	52	36
Scaffold189	985803	264051525	1068291	155	10	29	0	12	29	34	19	13	0	9
Scaffold189	1026454	264092176	1068291	459	33	27	40	52	53	59	62	37	43	53
Scaffold190	21396	264155409	1749563	327	31	35	13	38	48	29	57	48	9	19
Scaffold190	52383	264186396	1749563	496	20	40	39	54	74	52	63	62	44	48
Scaffold190	92144	264226157	1749563	406	38	28	21	42	41	48	37	25	69	57
Scaffold190	131443	264265456	1749563	450	43	34	20	55	67	55	57	35	46	38
Scaffold190	178925	264312938	1749563	684	61	49	51	66	76	76	97	59	69	80
Scaffold190	212074	264346087	1749563	620	45	64	16	75	82	92	79	53	49	65
Scaffold190	255149	264389162	1749563	572	43	46	37	75	76	69	74	36	52	64
Scaffold190	305572	264439585	1749563	502	42	38	31	56	69	49	62	39	64	52
Scaffold190	359305	264493318	1749563	135	19	17	5	9	31	16	7	0	12	19
Scaffold190	402368	264536381	1749563	498	49	43	31	58	66	58	62	37	45	49
Scaffold190	430610	264564623	1749563	497	42	38	35	71	75	35	73	38	48	42
Scaffold190	466585	264600598	1749563	484	42	42	20	52	61	65	64	34	52	52
Scaffold190	494334	264628347	1749563	520	47	48	29	59	74	57	63	35	51	57
Scaffold190	538095	264672108	1749563	525	39	29	37	61	61	72	61	44	58	63
Scaffold190	572941	264706954	1749563	391	30	25	22	60	47	44	61	37	26	39
Scaffold190	617147	264751160	1749563	991	86	85	44	99	125	131	117	93	105	106
Scaffold190	659634	264793647	1749563	421	25	36	15	55	47	56	62	35	39	51
Scaffold190	691612	264825625	1749563	459	48	28	26	60	53	48	52	45	45	54
Scaffold190	728705	264862718	1749563	333	37	14	16	42	38	48	50	30	28	30
Scaffold190	769936	264903949	1749563	515	33	36	31	72	67	57	63	48	50	58
Scaffold190	808419	264942432	1749563	437	40	34	28	44	62	48	57	29	54	41
Scaffold190	850694	264984707	1749563	542	38	43	41	49	57	67	73	50	56	68
Scaffold190	892762	265026775	1749563	563	44	41	35	64	82	52	72	58	58	57
Scaffold190	950296	265084309	1749563	389	39	29	29	48	54	35	42	23	52	38
Scaffold190	991657	265125670	1749563	217	22	10	8	33	22	27	33	16	15	31
Scaffold190	1025656	265159669	1749563	623	39	45	25	83	71	60	68	58	64	110
Scaffold190	1069763	265203776	1749563	491	40	44	26	55	56	60	60	42	51	57
Scaffold190	1108362	265242375	1749563	249	23	21	19	19	34	18	28	2	40	45
Scaffold190	1143607	265277620	1749563	508	42	41	31	66	43	64	66	46	56	53
Scaffold190	1184738	265318751	1749563	477	33	38	25	56	63	63	59	38	43	59
Scaffold190	1221346	265355359	1749563	468	31	50	33	50	70	47	54	27	56	50
Scaffold190	1262556	265396569	1749563	511	40	33	32	49	69	69	77	39	46	57
Scaffold190	1306995	265441008	1749563	534	55	41	47	66	67	52	51	37	55	63
Scaffold190	1341647	265475660	1749563	426	36	24	13	53	47	58	50	38	52	55
Scaffold190	1373056	265507069	1749563	428	34	24	27	51	51	53	63	50	35	40
Scaffold190	1411544	265545557	1749563	421	35	39	26	51	43	43	49	49	43	43
Scaffold190	1448852	265582865	1749563	456	32	32	27	63	48	65	55	35	52	47
Scaffold190	1501127	265635140	1749563	367	33	23	27	37	61	45	62	17	34	28
Scaffold190	1556030	265690043	1749563	480	38	40	24	56	48	74	49	57	44	50
Scaffold190	1585412	265719425	1749563	529	42	47	36	48	69	73	56	46	62	50
Scaffold190	1619960	265753973	1749563	586	52	40	34	108	73	70	87	39	33	50
Scaffold190	1649133	265783146	1749563	484	43	36	34	67	57	43	52	46	46	60
Scaffold190	1689843	265823856	1749563	463	27	31	18	60	68	70	59	29	48	53
Scaffold190	1722761	265856774	1749563	487	40	34	35	56	57	53	50	44	55	63
Scaffold191	13759	265897335	738924	424	37	54	18	50	50	49	46	44	49	27
Scaffold191	45510	265929086	738924	580	57	28	25	83	69	77	80	50	61	50
Scaffold191	81019	265964595	738924	271	20	23	14	37	40	37	33	19	19	29
Scaffold191	110720	265994296	738924	597	42	45	34	70	95	62	63	61	62	63
Scaffold191	142511	266026087	738924	541	54	42	34	73	58	45	59	42	50	84
Scaffold191	171325	266054901	738924	359	34	37	23	50	36	41	32	33	30	43
Scaffold191	220071	266103647	738924	414	33	28	19	56	55	49	51	47	25	51
Scaffold191	259303	266142879	738924	445	40	38	25	57	44	46	55	42	46	52
Scaffold191	298455	266182031	738924	372	30	21	14	55	43	47	51	31	40	40
Scaffold191	334345	266217921	738924	386	34	21	16	64	64	45	39	24	39	40
Scaffold191	363939	266247515	738924	480	34	28	24	61	61	62	60	51	64	35
Scaffold191	400425	266284001	738924	608	48	35	27	79	77	72	72	58	70	70
Scaffold191	429300	266312876	738924	514	35	38	34	56	64	71	73	42	42	59
Scaffold191	456324	266339900	738924	573	48	44	29	73	67	56	87	44	59	66
Scaffold191	499296	266382872	738924	483	51	43	26	59	43	49	69	37	47	59
Scaffold191	535393	266418969	738924	498	33	54	27	46	57	47	79	37	49	69
Scaffold191	580110	266463686	738924	431	37	41	29	50	47	31	67	36	47	46
Scaffold191	617165	266500741	738924	492	40	33	31	56	72	60	59	36	47	58
Scaffold191	651015	266534591	738924	535	41	31	39	79	49	69	81	52	42	52
Scaffold191	682050	266565626	738924	140	8	17	7	17	23	29	22	4	1	12
Scaffold191	712109	266595685	738924	218	25	27	14	14	31	19	31	13	17	27
Scaffold192	14046	266636546	717438	888	85	69	62	96	102	97	97	85	90	105
Scaffold192	69456	266691956	717438	412	27	37	24	52	54	43	61	31	37	46
Scaffold192	101861	266724361	717438	459	27	31	34	56	54	49	48	44	61	55
Scaffold192	138055	266760555	717438	510	30	43	29	50	57	67	70	50	55	59
Scaffold192	171334	266793834	717438	442	41	33	27	50	55	46	41	39	48	62
Scaffold192	201267	266823767	717438	480	26	36	40	59	71	57	57	27	45	62
Scaffold192	231838	266854338	717438	399	25	31	23	45	52	46	61	25	49	42
Scaffold192	266905	266889405	717438	515	28	42	35	85	72	61	56	28	45	63
Scaffold192	308117	266930617	717438	523	48	47	27	73	52	71	60	51	39	55
Scaffold192	349147	266971647	717438	378	29	31	17	42	54	61	37	29	41	37
Scaffold192	391974	267014474	717438	453	44	37	23	56	61	56	40	54	43	39
Scaffold192	433498	267055998	717438	482	36	26	40	59	60	44	58	46	55	58
Scaffold192	487088	267109588	717438	476	32	43	35	74	56	58	51	40	45	42
Scaffold192	518560	267141060	717438	490	32	44	25	63	64	66	57	42	47	50
Scaffold192	559395	267181895	717438	413	33	27	26	53	37	37	44	28	63	65
Scaffold192	599811	267222311	717438	491	41	46	34	64	52	44	64	39	51	56
Scaffold192	636757	267259257	717438	424	35	21	25	51	52	49	50	39	46	56
Scaffold192	696289	267318789	717438	350	32	23	28	50	44	36	33	20	34	50
Scaffold193	19474	267359412	1150997	411	36	31	28	51	47	54	44	25	46	49
Scaffold193	53261	267393199	1150997	560	31	58	59	68	70	47	48	40	62	77
Scaffold193	85485	267425423	1150997	370	25	22	29	65	49	39	39	36	22	44
Scaffold193	119092	267459030	1150997	492	44	38	25	49	61	67	55	52	47	54
Scaffold193	154659	267494597	1150997	516	37	46	41	66	62	69	56	36	59	44
Scaffold193	184458	267524396	1150997	516	48	47	33	67	58	62	54	42	42	63
Scaffold193	209231	267549169	1150997	456	30	44	22	69	45	60	70	35	31	50
Scaffold193	240528	267580466	1150997	344	13	17	36	35	31	38	46	36	53	39
Scaffold193	266768	267606706	1150997	500	39	42	40	49	69	64	55	41	44	57
Scaffold193	291907	267631845	1150997	348	21	31	14	38	38	23	58	40	31	54
Scaffold193	325500	267665438	1150997	495	38	48	22	70	48	67	54	34	51	63
Scaffold193	360386	267700324	1150997	483	33	39	31	65	50	52	59	52	57	45
Scaffold193	398350	267738288	1150997	462	31	35	31	65	65	51	63	31	39	51
Scaffold193	432199	267772137	1150997	487	44	35	28	38	71	67	62	43	42	57
Scaffold193	465483	267805421	1150997	25	9	2	6	3	0	3	0	1	0	1
Scaffold193	500842	267840780	1150997	492	38	30	39	51	64	65	57	67	38	43
Scaffold193	531329	267871267	1150997	470	40	46	33	48	45	62	54	39	49	54
Scaffold193	576972	267916910	1150997	1551	218	100	97	202	146	147	141	89	173	238
Scaffold193	613193	267953131	1150997	520	38	30	32	71	71	62	62	54	39	61
Scaffold193	660046	267999984	1150997	460	43	35	22	58	64	42	55	35	44	62
Scaffold193	696138	268036076	1150997	656	73	47	42	88	91	57	88	44	63	63
Scaffold193	741796	268081734	1150997	12	1	1	0	0	4	2	0	0	1	3
Scaffold193	816491	268156429	1150997	495	45	39	29	57	61	77	61	35	37	54
Scaffold193	849801	268189739	1150997	452	50	36	31	56	60	45	52	15	46	61
Scaffold193	880151	268220089	1150997	493	29	47	32	51	55	62	65	41	65	46
Scaffold193	914292	268254230	1150997	541	55	33	39	61	68	66	61	47	57	54
Scaffold193	959618	268299556	1150997	504	40	29	32	73	68	62	56	46	56	42
Scaffold193	998040	268337978	1150997	472	44	36	31	62	55	75	45	33	44	47
Scaffold193	1041674	268381612	1150997	587	43	56	53	64	66	56	77	58	51	63
Scaffold193	1074557	268414495	1150997	498	33	42	34	67	58	59	69	41	47	48
Scaffold193	1102903	268442841	1150997	544	40	45	28	60	63	76	66	49	51	66
Scaffold193	1135209	268475147	1150997	471	49	28	38	43	36	53	73	52	48	51
Scaffold194	49509	268540444	525569	592	57	41	29	61	96	73	74	35	64	62
Scaffold194	86777	268577712	525569	480	40	39	21	48	55	68	66	46	42	55
Scaffold194	111413	268602348	525569	1527	148	110	121	164	186	146	182	116	172	182
Scaffold194	159750	268650685	525569	881	76	58	44	99	112	106	117	93	86	90
Scaffold194	199369	268690304	525569	300	19	34	20	42	53	36	32	8	25	31
Scaffold194	238992	268729927	525569	465	35	28	15	47	48	65	75	46	39	67
Scaffold194	272860	268763795	525569	366	35	27	28	48	35	44	44	49	18	38
Scaffold194	314789	268805724	525569	464	38	29	29	61	50	64	45	39	51	58
Scaffold194	349136	268840071	525569	546	45	50	25	67	59	59	58	66	57	60
Scaffold194	389173	268880108	525569	110	4	8	3	17	9	23	23	15	6	2
Scaffold194	413371	268904306	525569	478	39	33	36	49	59	53	61	34	56	58
Scaffold194	435619	268926554	525569	483	40	45	31	53	57	57	56	40	49	55
Scaffold194	465678	268956613	525569	18	2	1	1	3	0	2	3	2	3	1
Scaffold195	1129	269017633	1193855	19	1	2	0	3	1	5	5	0	0	2
Scaffold195	36484	269052988	1193855	48	6	3	0	7	4	9	15	2	1	1
Scaffold195	56680	269073184	1193855	636	56	47	27	91	87	72	83	66	45	62
Scaffold195	78600	269095104	1193855	492	45	36	22	60	55	66	64	46	44	54
Scaffold195	103314	269119818	1193855	364	31	27	21	55	42	42	40	43	24	39
Scaffold195	130607	269147111	1193855	619	60	50	40	58	85	73	80	59	47	67
Scaffold195	156722	269173226	1193855	418	40	39	23	48	42	50	57	33	41	45
Scaffold195	188702	269205206	1193855	508	41	40	22	58	80	54	62	45	48	58
Scaffold195	223238	269239742	1193855	540	38	49	17	70	82	55	61	50	61	57
Scaffold195	254496	269271000	1193855	523	42	47	32	64	57	54	71	47	39	70
Scaffold195	284757	269301261	1193855	410	26	38	26	52	47	51	53	35	43	39
Scaffold195	323438	269339942	1193855	494	35	35	34	65	65	50	61	42	52	55
Scaffold195	365997	269382501	1193855	507	37	40	24	63	68	46	57	47	62	63
Scaffold195	398116	269414620	1193855	209	30	12	3	42	13	16	5	8	26	54
Scaffold195	430896	269447400	1193855	568	39	45	44	47	71	68	77	58	55	64
Scaffold195	462369	269478873	1193855	472	49	30	34	53	51	56	59	42	40	58
Scaffold195	493615	269510119	1193855	189	11	11	8	30	26	26	12	24	37	4
Scaffold195	520391	269536895	1193855	507	38	41	32	68	68	66	60	43	46	45
Scaffold195	546000	269562504	1193855	443	36	33	23	55	48	55	54	46	42	51
Scaffold195	572735	269589239	1193855	381	42	34	17	47	55	37	43	25	44	37
Scaffold195	601793	269618297	1193855	276	21	23	17	40	33	31	33	13	26	39
Scaffold195	628796	269645300	1193855	361	43	20	23	53	44	33	41	14	40	50
Scaffold195	660361	269676865	1193855	500	47	48	33	59	63	48	58	39	44	61
Scaffold195	695191	269711695	1193855	425	20	56	46	35	57	38	56	38	47	32
Scaffold195	732694	269749198	1193855	820	60	74	70	85	111	89	104	75	77	75
Scaffold195	763765	269780269	1193855	505	46	34	29	58	65	63	57	39	50	64
Scaffold195	797423	269813927	1193855	393	41	38	11	46	55	43	55	34	32	38
Scaffold195	834250	269850754	1193855	502	39	37	33	56	70	57	63	39	54	54
Scaffold195	896964	269913468	1193855	444	33	36	30	59	50	65	47	34	38	52
Scaffold195	942965	269959469	1193855	575	59	44	34	73	54	73	64	65	42	67
Scaffold195	989335	270005839	1193855	319	16	21	24	27	47	52	51	41	29	11
Scaffold195	1028958	270045462	1193855	180	18	12	14	17	16	24	21	14	28	16
Scaffold195	1078644	270095148	1193855	927	98	60	40	115	111	125	118	72	76	112
Scaffold195	1133871	270150375	1193855	452	37	33	36	54	69	59	39	39	39	47
Scaffold195	1177150	270193654	1193855	515	45	35	21	66	74	68	72	36	59	39
Scaffold196	22930	270233289	672504	481	44	37	19	60	55	54	63	49	50	50
Scaffold196	73059	270283418	672504	469	40	35	18	63	60	59	56	39	48	51
Scaffold196	115219	270325578	672504	294	30	26	11	39	29	29	39	23	29	39
Scaffold196	167776	270378135	672504	152	16	11	3	21	22	14	22	16	9	18
Scaffold196	227887	270438246	672504	395	36	26	19	49	43	48	43	33	45	53
Scaffold196	261567	270471926	672504	376	42	26	21	33	32	51	52	27	42	50
Scaffold196	288561	270498920	672504	522	48	45	25	57	75	62	54	49	61	46
Scaffold196	327769	270538128	672504	362	32	20	39	40	44	32	54	27	35	39
Scaffold196	373308	270583667	672504	418	34	24	23	63	50	40	50	44	42	48
Scaffold196	408011	270618370	672504	277	19	27	8	44	36	27	43	26	13	34
Scaffold196	454295	270664654	672504	755	73	57	56	95	78	70	96	65	67	98
Scaffold196	488410	270698769	672504	985	81	79	63	88	122	115	115	97	89	136
Scaffold196	518240	270728599	672504	786	62	59	49	95	96	79	92	81	81	92
Scaffold196	551122	270761481	672504	426	41	29	15	54	57	55	58	26	43	48
Scaffold196	641282	270851641	672504	1277	108	101	65	149	155	154	167	96	131	151
Scaffold197	36298	270919161	603218	496	26	38	39	56	52	60	67	37	50	71
Scaffold197	75692	270958555	603218	337	34	34	28	38	23	36	50	31	32	31
Scaffold197	115337	270998200	603218	282	35	18	11	33	26	32	42	28	22	35
Scaffold197	155604	271038467	603218	379	25	44	27	30	52	47	53	34	39	28
Scaffold197	194388	271077251	603218	507	59	38	25	51	50	63	71	48	53	49
Scaffold197	236329	271119192	603218	349	20	26	17	34	41	32	52	35	44	48
Scaffold197	284792	271167655	603218	207	12	13	10	28	16	25	47	20	13	23
Scaffold197	328130	271210993	603218	549	42	41	30	55	74	66	82	41	59	59
Scaffold197	377536	271260399	603218	566	43	43	47	46	75	54	57	55	69	77
Scaffold197	428052	271310915	603218	261	17	17	14	37	39	40	32	19	21	25
Scaffold197	467874	271350737	603218	429	40	30	11	52	66	62	46	36	42	44
Scaffold197	504192	271387055	603218	484	38	36	27	75	44	61	70	40	40	53
Scaffold197	544582	271427445	603218	386	29	33	28	48	48	40	46	26	41	47
Scaffold197	592366	271475229	603218	421	38	37	16	51	67	43	51	20	42	56
Scaffold198	34476	271520557	639310	499	44	40	24	70	63	57	52	48	45	56
Scaffold198	76489	271562570	639310	464	30	31	24	46	59	58	69	46	42	59
Scaffold198	121264	271607345	639310	448	36	43	22	56	42	57	49	47	45	51
Scaffold198	155264	271641345	639310	497	29	32	40	61	56	49	57	44	60	69
Scaffold198	192976	271679057	639310	440	34	40	17	62	48	55	60	38	33	53
Scaffold198	237586	271723667	639310	548	55	41	47	59	59	57	76	53	42	59
Scaffold198	274977	271761058	639310	269	26	6	26	28	29	27	17	18	23	69
Scaffold198	330150	271816231	639310	471	48	43	34	58	53	47	61	46	35	46
Scaffold198	367468	271853549	639310	423	37	38	13	60	54	50	49	37	43	42
Scaffold198	415804	271901885	639310	467	38	30	29	59	56	61	57	41	31	65
Scaffold198	448537	271934618	639310	387	28	31	18	62	39	43	42	34	38	52
Scaffold198	486024	271972105	639310	374	23	34	23	41	56	53	56	42	31	15
Scaffold198	521412	272007493	639310	559	46	49	39	55	62	74	71	53	48	62
Scaffold198	559770	272045851	639310	64	3	4	4	15	8	2	8	4	9	7
Scaffold198	594556	272080637	639310	394	20	42	29	47	52	51	57	43	28	25
Scaffold198	629957	272116038	639310	433	40	40	14	52	56	55	52	41	36	47
Scaffold199	23064	272148455	655234	485	42	35	30	63	41	60	55	38	65	56
Scaffold199	59808	272185199	655234	223	24	8	23	21	17	26	24	12	26	42
Scaffold199	88840	272214231	655234	206	18	17	13	32	25	22	13	28	8	30
Scaffold199	126981	272252372	655234	394	37	22	21	51	57	55	46	39	31	35
Scaffold199	168471	272293862	655234	114	11	6	2	19	19	8	19	13	6	11
Scaffold199	207303	272332694	655234	203	26	16	20	28	22	8	33	13	8	29
Scaffold199	238281	272363672	655234	456	51	44	18	45	59	57	60	37	40	45
Scaffold199	296791	272422182	655234	478	37	37	29	46	61	56	65	31	66	50
Scaffold199	333739	272459130	655234	166	11	17	7	13	20	16	17	28	8	29
Scaffold199	392415	272517806	655234	495	36	34	23	59	65	63	63	53	44	55
Scaffold199	449709	272575100	655234	521	35	28	33	62	83	61	59	45	59	56
