chrom	pos	pos_cum	length	DP4	pool_0
Scaffold1	508995	508995	5510682	35	35
Scaffold1	509013	509013	5510682	31	31
Scaffold1	509158	509158	5510682	40	40
Scaffold1	509199	509199	5510682	43	43
Scaffold1	509305	509305	5510682	45	45
Scaffold1	509323	509323	5510682	49	49
Scaffold1	509630	509630	5510682	48	48
Scaffold1	509885	509885	5510682	42	42
Scaffold1	509924	509924	5510682	36	36
Scaffold1	509945	509945	5510682	36	36
Scaffold1	509963	509963	5510682	36	36
Scaffold1	509977	509977	5510682	38	38
Scaffold1	510104	510104	5510682	42	42
Scaffold1	510137	510137	5510682	36	36
Scaffold1	510194	510194	5510682	30	30
Scaffold1	510247	510247	5510682	29	29
Scaffold1	510369	510369	5510682	36	36
Scaffold1	510382	510382	5510682	29	29
Scaffold1	510401	510401	5510682	29	29
Scaffold1	510580	510580	5510682	32	32
Scaffold1	510586	510586	5510682	33	33
Scaffold1	510765	510765	5510682	35	35
Scaffold1	510803	510803	5510682	35	35
Scaffold1	510821	510821	5510682	35	35
Scaffold1	510882	510882	5510682	32	32
Scaffold1	510903	510903	5510682	30	30
Scaffold1	510950	510950	5510682	30	30
Scaffold1	511022	511022	5510682	27	27
Scaffold1	511139	511139	5510682	26	26
Scaffold1	511316	511316	5510682	32	32
Scaffold1	511366	511366	5510682	33	33
Scaffold1	511675	511675	5510682	35	35
Scaffold1	511872	511872	5510682	35	35
Scaffold1	512053	512053	5510682	42	42
Scaffold1	512222	512222	5510682	45	45
Scaffold1	512231	512231	5510682	59	59
Scaffold1	512515	512515	5510682	30	30
Scaffold1	512969	512969	5510682	20	20
Scaffold1	513059	513059	5510682	23	23
Scaffold1	513066	513066	5510682	25	25
Scaffold1	513098	513098	5510682	39	39
Scaffold1	513099	513099	5510682	39	39
Scaffold1	513178	513178	5510682	26	26
Scaffold1	513436	513436	5510682	29	29
Scaffold1	513516	513516	5510682	31	31
Scaffold1	513517	513517	5510682	31	31
Scaffold1	513543	513543	5510682	34	34
Scaffold1	513835	513835	5510682	48	48
Scaffold1	513855	513855	5510682	46	46
Scaffold1	513933	513933	5510682	47	47
Scaffold1	514047	514047	5510682	34	34
Scaffold1	514050	514050	5510682	34	34
Scaffold1	514068	514068	5510682	32	32
Scaffold1	514215	514215	5510682	31	31
Scaffold1	514218	514218	5510682	33	33
Scaffold1	514280	514280	5510682	30	30
Scaffold1	514401	514401	5510682	35	35
Scaffold1	514596	514596	5510682	35	35
Scaffold1	514683	514683	5510682	26	26
Scaffold1	514728	514728	5510682	19	19
Scaffold1	515211	515211	5510682	39	39
Scaffold1	515799	515799	5510682	36	36
Scaffold1	515875	515875	5510682	31	31
Scaffold1	516499	516499	5510682	32	32
Scaffold1	516841	516841	5510682	43	43
Scaffold1	517086	517086	5510682	44	44
Scaffold1	517091	517091	5510682	36	36
Scaffold1	517450	517450	5510682	37	37
Scaffold1	517523	517523	5510682	39	39
Scaffold1	517607	517607	5510682	35	35
Scaffold1	517691	517691	5510682	34	34
Scaffold1	517739	517739	5510682	26	26
Scaffold1	517825	517825	5510682	25	25
Scaffold1	517853	517853	5510682	28	28
Scaffold1	517867	517867	5510682	23	23
Scaffold1	517902	517902	5510682	26	26
Scaffold1	517979	517979	5510682	33	33
Scaffold1	518112	518112	5510682	34	34
Scaffold1	518186	518186	5510682	25	25
Scaffold1	518375	518375	5510682	27	27
Scaffold1	518392	518392	5510682	48	48
Scaffold1	518488	518488	5510682	30	30
Scaffold1	518498	518498	5510682	32	32
Scaffold1	518551	518551	5510682	29	29
Scaffold1	518667	518667	5510682	29	29
Scaffold1	518727	518727	5510682	33	33
Scaffold1	519089	519089	5510682	35	35
Scaffold1	519511	519511	5510682	29	29
Scaffold1	519519	519519	5510682	35	35
Scaffold1	519521	519521	5510682	35	35
Scaffold1	519577	519577	5510682	35	35
Scaffold1	519592	519592	5510682	34	34
Scaffold1	519595	519595	5510682	42	42
Scaffold1	519604	519604	5510682	37	37
Scaffold1	519626	519626	5510682	39	39
Scaffold1	519649	519649	5510682	38	38
Scaffold1	519715	519715	5510682	43	43
Scaffold1	519729	519729	5510682	47	47
Scaffold1	519741	519741	5510682	50	50
Scaffold1	519819	519819	5510682	38	38
Scaffold1	519834	519834	5510682	38	38
Scaffold1	519840	519840	5510682	46	46
Scaffold1	519873	519873	5510682	31	31
Scaffold1	519885	519885	5510682	45	45
Scaffold1	519996	519996	5510682	43	43
Scaffold1	519997	519997	5510682	42	42
Scaffold1	520103	520103	5510682	35	35
Scaffold1	520161	520161	5510682	34	34
Scaffold1	520378	520378	5510682	55	55
Scaffold1	520474	520474	5510682	42	42
Scaffold1	520511	520511	5510682	42	42
Scaffold1	520733	520733	5510682	37	37
Scaffold1	520743	520743	5510682	31	31
Scaffold1	520766	520766	5510682	23	23
Scaffold1	520832	520832	5510682	20	20
Scaffold1	520845	520845	5510682	24	24
Scaffold1	520852	520852	5510682	21	21
Scaffold1	520860	520860	5510682	23	23
Scaffold1	520864	520864	5510682	22	22
Scaffold1	520892	520892	5510682	26	26
Scaffold1	520912	520912	5510682	30	30
Scaffold1	520914	520914	5510682	29	29
Scaffold1	521010	521010	5510682	29	29
Scaffold1	521024	521024	5510682	25	25
Scaffold1	521048	521048	5510682	25	25
Scaffold1	521122	521122	5510682	38	38
Scaffold1	521188	521188	5510682	45	45
Scaffold1	521234	521234	5510682	36	36
Scaffold1	521260	521260	5510682	29	29
Scaffold1	521304	521304	5510682	32	32
Scaffold1	521344	521344	5510682	34	34
Scaffold1	521354	521354	5510682	35	35
Scaffold1	521430	521430	5510682	40	40
Scaffold1	521455	521455	5510682	33	33
Scaffold1	521555	521555	5510682	23	23
Scaffold1	521564	521564	5510682	48	48
Scaffold1	521597	521597	5510682	51	51
Scaffold1	521621	521621	5510682	51	51
Scaffold1	521644	521644	5510682	68	68
Scaffold1	521898	521898	5510682	38	38
Scaffold1	522036	522036	5510682	22	22
Scaffold1	522125	522125	5510682	25	25
Scaffold1	522191	522191	5510682	33	33
Scaffold1	522286	522286	5510682	40	40
Scaffold1	522298	522298	5510682	31	31
Scaffold1	522318	522318	5510682	31	31
Scaffold1	522357	522357	5510682	35	35
Scaffold1	522387	522387	5510682	33	33
Scaffold1	522657	522657	5510682	30	30
Scaffold1	522939	522939	5510682	53	53
Scaffold1	523331	523331	5510682	35	35
Scaffold1	523346	523346	5510682	33	33
Scaffold1	523390	523390	5510682	36	36
Scaffold1	523435	523435	5510682	37	37
Scaffold1	523453	523453	5510682	38	38
Scaffold1	523502	523502	5510682	34	34
Scaffold1	523583	523583	5510682	32	32
Scaffold1	523690	523690	5510682	41	41
Scaffold1	523816	523816	5510682	28	28
Scaffold1	523823	523823	5510682	27	27
Scaffold1	523853	523853	5510682	24	24
Scaffold1	523886	523886	5510682	23	23
Scaffold1	523954	523954	5510682	27	27
Scaffold1	524014	524014	5510682	38	38
Scaffold1	524119	524119	5510682	37	37
Scaffold1	524128	524128	5510682	39	39
Scaffold1	524172	524172	5510682	43	43
Scaffold1	524193	524193	5510682	38	38
Scaffold1	524255	524255	5510682	34	34
Scaffold1	524266	524266	5510682	35	35
Scaffold1	524295	524295	5510682	28	28
Scaffold1	524311	524311	5510682	31	31
Scaffold1	524342	524342	5510682	47	47
Scaffold1	524368	524368	5510682	39	39
Scaffold1	524427	524427	5510682	34	34
Scaffold1	524453	524453	5510682	35	35
Scaffold1	524462	524462	5510682	36	36
Scaffold1	524481	524481	5510682	33	33
Scaffold1	524494	524494	5510682	38	38
Scaffold1	524499	524499	5510682	36	36
Scaffold1	524503	524503	5510682	39	39
Scaffold1	524678	524678	5510682	50	50
Scaffold1	524700	524700	5510682	49	49
Scaffold1	524710	524710	5510682	46	46
Scaffold1	524751	524751	5510682	39	39
Scaffold1	524834	524834	5510682	17	17
Scaffold1	524846	524846	5510682	28	28
Scaffold1	524854	524854	5510682	25	25
Scaffold1	524859	524859	5510682	24	24
Scaffold1	524862	524862	5510682	23	23
Scaffold1	524865	524865	5510682	22	22
Scaffold1	524887	524887	5510682	3	3
Scaffold1	524903	524903	5510682	21	21
Scaffold1	524917	524917	5510682	26	26
Scaffold1	524953	524953	5510682	24	24
Scaffold1	524988	524988	5510682	29	29
Scaffold1	525018	525018	5510682	32	32
Scaffold1	525060	525060	5510682	27	27
Scaffold1	525087	525087	5510682	27	27
Scaffold1	525102	525102	5510682	25	25
Scaffold1	525119	525119	5510682	25	25
Scaffold1	525145	525145	5510682	36	36
Scaffold1	525183	525183	5510682	39	39
Scaffold1	525205	525205	5510682	42	42
Scaffold1	525233	525233	5510682	48	48
Scaffold1	525349	525349	5510682	38	38
Scaffold1	525356	525356	5510682	38	38
Scaffold1	525379	525379	5510682	35	35
Scaffold1	525431	525431	5510682	39	39
Scaffold1	525433	525433	5510682	14	14
Scaffold1	525442	525442	5510682	32	32
Scaffold1	525481	525481	5510682	27	27
Scaffold1	525493	525493	5510682	30	30
Scaffold1	525525	525525	5510682	30	30
Scaffold1	525532	525532	5510682	28	28
Scaffold1	525567	525567	5510682	29	29
Scaffold1	525597	525597	5510682	29	29
Scaffold1	525642	525642	5510682	35	35
Scaffold1	525675	525675	5510682	30	30
Scaffold1	525714	525714	5510682	33	33
Scaffold1	525722	525722	5510682	31	31
Scaffold1	525813	525813	5510682	21	21
Scaffold1	525819	525819	5510682	23	23
Scaffold1	525845	525845	5510682	23	23
Scaffold1	525872	525872	5510682	23	23
Scaffold1	525906	525906	5510682	26	26
Scaffold1	525908	525908	5510682	27	27
Scaffold1	525918	525918	5510682	26	26
Scaffold1	525938	525938	5510682	25	25
Scaffold1	525942	525942	5510682	24	24
Scaffold1	525977	525977	5510682	25	25
Scaffold1	526006	526006	5510682	35	35
Scaffold1	526072	526072	5510682	31	31
Scaffold1	526220	526220	5510682	48	48
Scaffold1	526221	526221	5510682	47	47
Scaffold1	526371	526371	5510682	33	33
Scaffold1	526438	526438	5510682	30	30
Scaffold1	526456	526456	5510682	27	27
Scaffold1	526505	526505	5510682	27	27
Scaffold1	526536	526536	5510682	35	35
Scaffold1	526587	526587	5510682	46	46
Scaffold1	526701	526701	5510682	28	28
Scaffold1	526825	526825	5510682	37	37
Scaffold1	526949	526949	5510682	26	26
Scaffold1	527003	527003	5510682	33	33
Scaffold1	527126	527126	5510682	52	52
Scaffold1	527174	527174	5510682	45	45
Scaffold1	527183	527183	5510682	40	40
Scaffold1	527221	527221	5510682	33	33
Scaffold1	527260	527260	5510682	44	44
Scaffold1	527364	527364	5510682	38	38
Scaffold1	527369	527369	5510682	39	39
Scaffold1	527401	527401	5510682	49	49
Scaffold1	527444	527444	5510682	49	49
Scaffold1	527452	527452	5510682	72	72
Scaffold1	527465	527465	5510682	17	17
Scaffold1	527544	527544	5510682	40	40
Scaffold1	527620	527620	5510682	68	68
Scaffold1	527632	527632	5510682	48	48
Scaffold1	527699	527699	5510682	55	55
Scaffold1	527735	527735	5510682	52	52
Scaffold1	527781	527781	5510682	44	44
Scaffold1	527952	527952	5510682	43	43
Scaffold1	528060	528060	5510682	30	30
Scaffold1	528072	528072	5510682	30	30
Scaffold1	528453	528453	5510682	47	47
Scaffold1	528480	528480	5510682	47	47
Scaffold1	528546	528546	5510682	51	51
Scaffold1	528589	528589	5510682	44	44
Scaffold1	528915	528915	5510682	35	35
Scaffold1	529129	529129	5510682	25	25
Scaffold1	529213	529213	5510682	39	39
Scaffold1	529222	529222	5510682	23	23
Scaffold1	529226	529226	5510682	24	24
Scaffold1	529240	529240	5510682	23	23
Scaffold1	529254	529254	5510682	24	24
Scaffold1	529266	529266	5510682	22	22
Scaffold1	529358	529358	5510682	27	27
Scaffold1	529418	529418	5510682	31	31
Scaffold1	529437	529437	5510682	30	30
Scaffold1	529516	529516	5510682	30	30
Scaffold1	529591	529591	5510682	33	33
Scaffold1	529646	529646	5510682	35	35
Scaffold1	529661	529661	5510682	31	31
Scaffold1	529717	529717	5510682	32	32
Scaffold1	529727	529727	5510682	31	31
Scaffold1	529861	529861	5510682	54	54
Scaffold1	529884	529884	5510682	40	40
Scaffold1	529890	529890	5510682	40	40
Scaffold1	529953	529953	5510682	30	30
Scaffold1	529990	529990	5510682	18	18
Scaffold1	530009	530009	5510682	29	29
Scaffold1	530109	530109	5510682	22	22
Scaffold1	530112	530112	5510682	31	31
Scaffold1	530137	530137	5510682	24	24
Scaffold1	530181	530181	5510682	25	25
Scaffold1	530230	530230	5510682	26	26
Scaffold1	530268	530268	5510682	31	31
Scaffold1	530334	530334	5510682	35	35
Scaffold1	530513	530513	5510682	24	24
Scaffold1	530585	530585	5510682	27	27
Scaffold1	530604	530604	5510682	27	27
Scaffold1	530607	530607	5510682	28	28
Scaffold1	530617	530617	5510682	25	25
Scaffold1	530626	530626	5510682	27	27
Scaffold1	530681	530681	5510682	32	32
Scaffold1	530777	530777	5510682	44	44
Scaffold1	530842	530842	5510682	53	53
Scaffold1	531002	531002	5510682	34	34
Scaffold1	531013	531013	5510682	36	36
Scaffold1	531053	531053	5510682	41	41
Scaffold1	531064	531064	5510682	42	42
Scaffold1	531106	531106	5510682	42	42
Scaffold1	531293	531293	5510682	35	35
Scaffold1	531313	531313	5510682	32	32
Scaffold1	531571	531571	5510682	45	45
Scaffold1	531775	531775	5510682	32	32
Scaffold1	531821	531821	5510682	21	21
Scaffold1	531833	531833	5510682	35	35
Scaffold1	531847	531847	5510682	34	34
Scaffold1	531850	531850	5510682	32	32
Scaffold1	531861	531861	5510682	34	34
Scaffold1	531866	531866	5510682	35	35
Scaffold1	531877	531877	5510682	38	38
Scaffold1	531890	531890	5510682	42	42
Scaffold1	531905	531905	5510682	39	39
Scaffold1	531923	531923	5510682	31	31
Scaffold1	531933	531933	5510682	34	34
Scaffold1	531970	531970	5510682	38	38
Scaffold1	532087	532087	5510682	37	37
Scaffold1	532171	532171	5510682	21	21
Scaffold1	532177	532177	5510682	23	23
Scaffold1	532232	532232	5510682	21	21
Scaffold1	532818	532818	5510682	35	35
Scaffold1	532856	532856	5510682	34	34
Scaffold1	532899	532899	5510682	40	40
Scaffold1	532911	532911	5510682	36	36
Scaffold1	532940	532940	5510682	51	51
Scaffold1	532973	532973	5510682	35	35
Scaffold1	533074	533074	5510682	31	31
Scaffold1	533182	533182	5510682	27	27
Scaffold1	533184	533184	5510682	28	28
Scaffold1	533215	533215	5510682	27	27
Scaffold1	533377	533377	5510682	38	38
Scaffold1	533433	533433	5510682	36	36
Scaffold1	533446	533446	5510682	37	37
Scaffold1	533494	533494	5510682	50	50
Scaffold1	533502	533502	5510682	37	37
Scaffold1	533521	533521	5510682	35	35
Scaffold1	533529	533529	5510682	31	31
Scaffold1	533530	533530	5510682	31	31
Scaffold1	533605	533605	5510682	36	36
Scaffold1	533634	533634	5510682	32	32
Scaffold1	533703	533703	5510682	30	30
Scaffold1	533736	533736	5510682	47	47
Scaffold1	533903	533903	5510682	31	31
Scaffold1	533920	533920	5510682	29	29
Scaffold1	534061	534061	5510682	55	55
Scaffold1	534385	534385	5510682	31	31
Scaffold1	534409	534409	5510682	36	36
Scaffold1	534438	534438	5510682	21	21
Scaffold1	534462	534462	5510682	26	26
Scaffold1	534512	534512	5510682	26	26
Scaffold1	534516	534516	5510682	27	27
Scaffold1	534536	534536	5510682	34	34
Scaffold1	534619	534619	5510682	30	30
Scaffold1	534668	534668	5510682	34	34
Scaffold1	534690	534690	5510682	33	33
Scaffold1	534698	534698	5510682	33	33
Scaffold1	534745	534745	5510682	21	21
Scaffold1	534767	534767	5510682	34	34
Scaffold1	534782	534782	5510682	25	25
Scaffold1	534801	534801	5510682	26	26
Scaffold1	534806	534806	5510682	26	26
Scaffold1	534821	534821	5510682	25	25
Scaffold1	534824	534824	5510682	25	25
Scaffold1	534842	534842	5510682	18	18
Scaffold1	534863	534863	5510682	25	25
Scaffold1	534875	534875	5510682	24	24
Scaffold1	534899	534899	5510682	30	30
Scaffold1	534921	534921	5510682	33	33
Scaffold1	534946	534946	5510682	32	32
Scaffold1	534956	534956	5510682	32	32
Scaffold1	534970	534970	5510682	34	34
Scaffold1	535013	535013	5510682	28	28
Scaffold1	535058	535058	5510682	24	24
Scaffold1	535070	535070	5510682	25	25
Scaffold1	535087	535087	5510682	17	17
Scaffold1	535088	535088	5510682	17	17
Scaffold1	535096	535096	5510682	25	25
Scaffold1	535119	535119	5510682	26	26
Scaffold1	535137	535137	5510682	27	27
Scaffold1	535177	535177	5510682	24	24
Scaffold1	535222	535222	5510682	27	27
Scaffold1	535225	535225	5510682	27	27
Scaffold1	535378	535378	5510682	44	44
Scaffold1	535386	535386	5510682	47	47
Scaffold1	535403	535403	5510682	44	44
Scaffold1	535422	535422	5510682	42	42
Scaffold1	535437	535437	5510682	47	47
Scaffold1	535457	535457	5510682	43	43
Scaffold1	535497	535497	5510682	34	34
Scaffold1	535566	535566	5510682	26	26
Scaffold1	535595	535595	5510682	27	27
Scaffold1	535623	535623	5510682	30	30
Scaffold1	535630	535630	5510682	38	38
Scaffold1	535654	535654	5510682	34	34
Scaffold1	535685	535685	5510682	35	35
Scaffold1	535702	535702	5510682	40	40
Scaffold1	535707	535707	5510682	42	42
Scaffold1	535717	535717	5510682	43	43
Scaffold1	535748	535748	5510682	48	48
Scaffold1	535768	535768	5510682	70	70
Scaffold1	535894	535894	5510682	46	46
Scaffold1	535907	535907	5510682	40	40
Scaffold1	535914	535914	5510682	42	42
Scaffold1	536081	536081	5510682	33	33
Scaffold1	536092	536092	5510682	47	47
Scaffold1	536171	536171	5510682	37	37
Scaffold1	536176	536176	5510682	41	41
Scaffold1	536183	536183	5510682	41	41
Scaffold1	536302	536302	5510682	39	39
Scaffold1	536378	536378	5510682	28	28
Scaffold1	536391	536391	5510682	28	28
Scaffold1	536442	536442	5510682	39	39
Scaffold1	536466	536466	5510682	39	39
Scaffold1	536655	536655	5510682	36	36
Scaffold1	536700	536700	5510682	39	39
Scaffold1	536707	536707	5510682	36	36
Scaffold1	536783	536783	5510682	26	26
Scaffold1	536825	536825	5510682	27	27
Scaffold1	536841	536841	5510682	27	27
Scaffold1	536857	536857	5510682	28	28
Scaffold1	536860	536860	5510682	28	28
Scaffold1	536893	536893	5510682	40	40
Scaffold1	536906	536906	5510682	33	33
Scaffold1	536918	536918	5510682	35	35
Scaffold1	537012	537012	5510682	27	27
Scaffold1	537019	537019	5510682	12	12
Scaffold1	537040	537040	5510682	26	26
Scaffold1	537082	537082	5510682	20	20
Scaffold1	537087	537087	5510682	25	25
Scaffold1	537100	537100	5510682	27	27
Scaffold1	537105	537105	5510682	28	28
Scaffold1	537123	537123	5510682	27	27
Scaffold1	537138	537138	5510682	30	30
Scaffold1	537145	537145	5510682	15	15
Scaffold1	537151	537151	5510682	31	31
Scaffold1	537178	537178	5510682	31	31
Scaffold1	537195	537195	5510682	26	26
Scaffold1	537218	537218	5510682	26	26
Scaffold1	537235	537235	5510682	26	26
Scaffold1	537238	537238	5510682	23	23
Scaffold1	537281	537281	5510682	25	25
Scaffold1	537323	537323	5510682	31	31
Scaffold1	537341	537341	5510682	36	36
Scaffold1	537345	537345	5510682	38	38
Scaffold1	537374	537374	5510682	41	41
Scaffold1	537396	537396	5510682	38	38
Scaffold1	537473	537473	5510682	43	43
Scaffold1	537482	537482	5510682	47	47
Scaffold1	537525	537525	5510682	47	47
Scaffold1	537596	537596	5510682	44	44
Scaffold1	537730	537730	5510682	47	47
Scaffold1	537813	537813	5510682	50	50
Scaffold1	537815	537815	5510682	51	51
Scaffold1	537843	537843	5510682	52	52
Scaffold1	537849	537849	5510682	57	57
Scaffold1	537857	537857	5510682	55	55
Scaffold1	537859	537859	5510682	55	55
Scaffold1	537873	537873	5510682	49	49
Scaffold1	537952	537952	5510682	48	48
Scaffold1	537975	537975	5510682	21	21
Scaffold1	537992	537992	5510682	34	34
Scaffold1	538068	538068	5510682	33	33
Scaffold1	538115	538115	5510682	43	43
Scaffold1	538134	538134	5510682	32	32
Scaffold1	538152	538152	5510682	30	30
Scaffold1	538178	538178	5510682	20	20
Scaffold1	538218	538218	5510682	21	21
Scaffold1	538293	538293	5510682	17	17
Scaffold1	538305	538305	5510682	9	9
Scaffold1	538322	538322	5510682	9	9
Scaffold1	538340	538340	5510682	7	7
Scaffold1	538370	538370	5510682	2	2
Scaffold1	538426	538426	5510682	4	4
Scaffold1	538570	538570	5510682	5	5
Scaffold1	538820	538820	5510682	2	2
Scaffold1	539207	539207	5510682	2	2
Scaffold1	539267	539267	5510682	6	6
Scaffold1	539303	539303	5510682	10	10
Scaffold1	539316	539316	5510682	11	11
Scaffold1	539349	539349	5510682	14	14
Scaffold1	539362	539362	5510682	13	13
Scaffold1	539383	539383	5510682	4	4
Scaffold1	539386	539386	5510682	16	16
Scaffold1	539455	539455	5510682	19	19
Scaffold1	539502	539502	5510682	23	23
Scaffold1	539544	539544	5510682	25	25
Scaffold1	539597	539597	5510682	31	31
Scaffold1	539601	539601	5510682	33	33
Scaffold1	539739	539739	5510682	24	24
Scaffold1	540016	540016	5510682	25	25
Scaffold1	540112	540112	5510682	37	37
Scaffold1	540117	540117	5510682	7	7
Scaffold1	540118	540118	5510682	7	7
Scaffold1	540140	540140	5510682	37	37
Scaffold1	540257	540257	5510682	23	23
Scaffold1	540261	540261	5510682	27	27
Scaffold1	540267	540267	5510682	24	24
Scaffold1	540276	540276	5510682	28	28
Scaffold1	540284	540284	5510682	30	30
Scaffold1	540311	540311	5510682	27	27
Scaffold1	540326	540326	5510682	29	29
Scaffold1	540333	540333	5510682	28	28
Scaffold1	540341	540341	5510682	33	33
Scaffold1	540382	540382	5510682	36	36
Scaffold1	540399	540399	5510682	36	36
Scaffold1	540431	540431	5510682	35	35
Scaffold1	540435	540435	5510682	27	27
Scaffold1	540436	540436	5510682	34	34
Scaffold1	540447	540447	5510682	38	38
Scaffold1	540450	540450	5510682	38	38
Scaffold1	540463	540463	5510682	35	35
Scaffold1	540499	540499	5510682	36	36
Scaffold1	540518	540518	5510682	32	32
Scaffold1	540545	540545	5510682	31	31
Scaffold1	540547	540547	5510682	31	31
Scaffold1	540550	540550	5510682	32	32
Scaffold1	540551	540551	5510682	31	31
Scaffold1	540699	540699	5510682	25	25
Scaffold1	540706	540706	5510682	31	31
Scaffold1	540755	540755	5510682	20	20
Scaffold1	540760	540760	5510682	28	28
Scaffold1	540763	540763	5510682	30	30
Scaffold1	540766	540766	5510682	31	31
Scaffold1	540776	540776	5510682	30	30
Scaffold1	540810	540810	5510682	27	27
Scaffold1	540868	540868	5510682	46	46
Scaffold1	540906	540906	5510682	46	46
Scaffold1	540924	540924	5510682	40	40
Scaffold1	541030	541030	5510682	42	42
Scaffold1	541318	541318	5510682	45	45
Scaffold1	541344	541344	5510682	35	35
Scaffold1	541371	541371	5510682	34	34
Scaffold1	541393	541393	5510682	29	29
Scaffold1	541469	541469	5510682	21	21
Scaffold1	541473	541473	5510682	22	22
Scaffold1	541481	541481	5510682	20	20
Scaffold1	541501	541501	5510682	7	7
Scaffold1	541503	541503	5510682	7	7
Scaffold1	541510	541510	5510682	12	12
Scaffold1	541540	541540	5510682	9	9
Scaffold1	541546	541546	5510682	10	10
Scaffold1	541548	541548	5510682	10	10
Scaffold1	541574	541574	5510682	7	7
Scaffold1	541815	541815	5510682	24	24
Scaffold1	541880	541880	5510682	37	37
Scaffold1	541889	541889	5510682	33	33
Scaffold1	541894	541894	5510682	34	34
Scaffold1	541903	541903	5510682	36	36
Scaffold1	541911	541911	5510682	34	34
Scaffold1	541925	541925	5510682	33	33
Scaffold1	542132	542132	5510682	46	46
Scaffold1	542177	542177	5510682	45	45
Scaffold1	542357	542357	5510682	36	36
Scaffold1	542384	542384	5510682	39	39
Scaffold1	542390	542390	5510682	38	38
Scaffold1	542416	542416	5510682	36	36
Scaffold1	542505	542505	5510682	41	41
Scaffold1	542573	542573	5510682	46	46
Scaffold1	542584	542584	5510682	46	46
Scaffold1	542587	542587	5510682	46	46
Scaffold1	542610	542610	5510682	42	42
Scaffold1	542619	542619	5510682	40	40
Scaffold1	542622	542622	5510682	37	37
Scaffold1	542641	542641	5510682	42	42
Scaffold1	542668	542668	5510682	36	36
Scaffold1	542746	542746	5510682	36	36
Scaffold1	542977	542977	5510682	33	33
Scaffold1	543008	543008	5510682	29	29
Scaffold1	543038	543038	5510682	28	28
Scaffold1	543358	543358	5510682	20	20
Scaffold1	543372	543372	5510682	23	23
Scaffold1	543385	543385	5510682	22	22
Scaffold1	543556	543556	5510682	26	26
Scaffold1	543581	543581	5510682	28	28
Scaffold1	543587	543587	5510682	32	32
Scaffold1	543595	543595	5510682	34	34
Scaffold1	543628	543628	5510682	8	8
Scaffold1	543642	543642	5510682	32	32
Scaffold1	543645	543645	5510682	32	32
Scaffold1	543714	543714	5510682	26	26
Scaffold1	543745	543745	5510682	31	31
Scaffold1	543772	543772	5510682	43	43
Scaffold1	543792	543792	5510682	49	49
Scaffold1	543870	543870	5510682	52	52
Scaffold1	543915	543915	5510682	44	44
Scaffold1	543916	543916	5510682	44	44
Scaffold1	543979	543979	5510682	40	40
Scaffold1	544009	544009	5510682	40	40
Scaffold1	544036	544036	5510682	35	35
Scaffold1	544039	544039	5510682	34	34
Scaffold1	544077	544077	5510682	37	37
Scaffold1	544080	544080	5510682	37	37
Scaffold1	544092	544092	5510682	33	33
Scaffold1	544143	544143	5510682	27	27
Scaffold1	544150	544150	5510682	27	27
Scaffold1	544159	544159	5510682	27	27
Scaffold1	544178	544178	5510682	29	29
Scaffold1	544210	544210	5510682	45	45
Scaffold1	544224	544224	5510682	34	34
Scaffold1	544257	544257	5510682	40	40
Scaffold1	544267	544267	5510682	42	42
Scaffold1	544318	544318	5510682	39	39
Scaffold1	544331	544331	5510682	38	38
Scaffold1	544333	544333	5510682	39	39
Scaffold1	544370	544370	5510682	31	31
Scaffold1	544524	544524	5510682	25	25
Scaffold1	544531	544531	5510682	30	30
Scaffold1	544544	544544	5510682	31	31
Scaffold1	544566	544566	5510682	32	32
Scaffold1	544600	544600	5510682	37	37
Scaffold1	544701	544701	5510682	43	43
Scaffold1	544740	544740	5510682	40	40
Scaffold1	544741	544741	5510682	39	39
Scaffold1	544756	544756	5510682	40	40
Scaffold1	544769	544769	5510682	40	40
Scaffold1	544882	544882	5510682	38	38
Scaffold1	544909	544909	5510682	40	40
Scaffold1	544984	544984	5510682	49	49
Scaffold1	545017	545017	5510682	44	44
Scaffold1	545019	545019	5510682	43	43
Scaffold1	545035	545035	5510682	48	48
Scaffold1	545041	545041	5510682	47	47
Scaffold1	545098	545098	5510682	39	39
Scaffold1	545367	545367	5510682	33	33
Scaffold1	545375	545375	5510682	36	36
Scaffold1	545481	545481	5510682	41	41
Scaffold1	545574	545574	5510682	39	39
Scaffold1	545643	545643	5510682	33	33
Scaffold1	545664	545664	5510682	34	34
Scaffold1	545693	545693	5510682	32	32
Scaffold1	545697	545697	5510682	31	31
Scaffold1	545723	545723	5510682	26	26
Scaffold1	545726	545726	5510682	27	27
Scaffold1	545777	545777	5510682	27	27
Scaffold1	545808	545808	5510682	27	27
Scaffold1	545842	545842	5510682	29	29
Scaffold1	545926	545926	5510682	30	30
Scaffold1	545944	545944	5510682	30	30
Scaffold1	545968	545968	5510682	33	33
Scaffold1	545969	545969	5510682	30	30
Scaffold1	545970	545970	5510682	30	30
Scaffold1	545991	545991	5510682	27	27
Scaffold1	546051	546051	5510682	18	18
Scaffold1	546056	546056	5510682	8	8
Scaffold1	546093	546093	5510682	13	13
Scaffold1	546113	546113	5510682	14	14
Scaffold1	546154	546154	5510682	16	16
Scaffold1	546177	546177	5510682	17	17
Scaffold1	546194	546194	5510682	23	23
Scaffold1	546213	546213	5510682	18	18
Scaffold1	546228	546228	5510682	18	18
Scaffold1	546261	546261	5510682	23	23
